"time","Pack Voltage"
"40367.304","331"
"40367.412","330.8"
"40367.52","330.8"
"40367.628","330.6"
"40367.736","330.6"
"40367.844","329.9"
"40367.952","328.6"
"40368.06","328.1"
"40368.168","328"
"40368.276","327.7"
"40368.384","327.7"
"40368.492","327.3"
"40368.6","327.3"
"40368.708","327"
"40368.816","327"
"40368.924","326.8"
"40369.032","327.3"
"40369.14","327.3"
"40369.248","327"
"40369.356","326.8"
"40369.464","326.6"
"40369.572","326.4"
"40369.68","326.1"
"40369.788","326"
"40369.896","325.7"
"40370.004","326.1"
"40370.112","327.3"
"40370.22","327.5"
"40370.328","327.3"
"40370.436","327.3"
"40370.544","327"
"40370.652","326.8"
"40370.76","326.6"
"40370.868","326.6"
"40370.976","326.4"
"40371.084","327"
"40371.192","328.6"
"40371.3","328.8"
"40371.408","328.8"
"40371.516","328.6"
"40371.624","328.6"
"40371.732","328.4"
"40371.84","328.1"
"40371.948","328.1"
"40372.056","328"
"40372.164","328.4"
"40372.272","329.5"
"40372.704","329.5"
"40372.812","329.3"
"40372.92","329.3"
"40373.028","329"
"40373.244","329"
"40373.352","329.5"
"40373.568","329.5"
"40373.676","329.3"
"40373.784","329"
"40374.216","329"
"40374.324","329.7"
"40374.432","331.5"
"40374.54","331.9"
"40374.648","331.9"
"40374.756","331.7"
"40375.188","331.7"
"40375.296","331.5"
"40375.404","332.3"
"40375.512","334.3"
"40375.62","334.8"
"40375.728","335"
"40375.836","334.8"
"40376.16","334.8"
"40376.268","334.5"
"40376.376","334.8"
"40376.484","335.4"
"40376.592","337.2"
"40376.7","337.6"
"40377.456","337.6"
"40377.564","338.3"
"40377.672","340.1"
"40377.78","340.7"
"40378.752","340.7"
"40378.86","341"
"40379.292","341"
"40379.4","341.1"
"40379.508","341"
"40379.616","341"
"40379.724","340.3"
"40379.832","338.7"
"40379.94","338.3"
"40380.048","338.3"
"40380.156","338.5"
"40380.372","338.5"
"40380.48","338.7"
"40380.696","338.7"
"40380.804","338.3"
"40380.912","337"
"40381.02","337"
"40381.128","336.8"
"40381.236","337"
"40381.884","337"
"40381.992","336.8"
"40382.316","336.8"
"40382.424","337"
"40382.532","337"
"40382.64","336.8"
"40382.748","337"
"40383.936","337"
"40384.044","337.2"
"40385.988","337.2"
"40386.096","337"
"40386.204","336.1"
"40387.068","336.1"
"40387.176","335.6"
"40387.284","334.3"
"40387.392","334.1"
"40388.148","334.1"
"40388.256","333.6"
"40388.364","333.6"
"40388.472","331.9"
"40388.796","331.9"
"40388.904","331.7"
"40389.228","331.7"
"40389.336","332.1"
"40389.444","332.6"
"40389.552","332.8"
"40389.66","332.8"
"40389.768","332.6"
"40390.308","332.6"
"40390.416","333"
"40390.524","334.3"
"40390.632","334.5"
"40390.848","334.5"
"40390.956","334.3"
"40391.388","334.3"
"40391.496","334.8"
"40391.604","335.6"
"40391.712","335.9"
"40392.144","335.9"
"40392.252","335.6"
"40392.468","335.6"
"40392.576","336.1"
"40392.684","337.4"
"40392.792","337.8"
"40393.008","337.8"
"40393.116","337.6"
"40393.224","337.6"
"40393.332","337.8"
"40393.44","337.8"
"40393.548","337.6"
"40393.656","338.3"
"40393.764","339.6"
"40393.872","340.1"
"40393.98","340.1"
"40394.088","340.3"
"40394.196","340.1"
"40394.304","340.1"
"40394.412","340.3"
"40394.52","340.1"
"40394.628","340.3"
"40394.736","340.7"
"40394.851","342"
"40394.959","342.3"
"40395.175","342.3"
"40395.283","342.5"
"40395.391","342.5"
"40395.499","342.3"
"40395.715","342.3"
"40395.823","342"
"40395.931","341"
"40396.039","340.7"
"40396.471","340.7"
"40396.579","341"
"40396.795","341"
"40396.903","340.5"
"40397.011","339"
"40397.119","338.5"
"40397.335","338.5"
"40397.443","338.7"
"40397.875","338.7"
"40397.983","338.1"
"40398.091","336.5"
"40398.199","336.1"
"40398.739","336.1"
"40398.847","336.3"
"40398.955","336.1"
"40399.063","335.4"
"40399.171","333.6"
"40399.279","333"
"40400.035","333"
"40400.143","332.3"
"40400.251","332.3"
"40400.359","330.6"
"40400.467","330.3"
"40400.899","330.3"
"40401.007","330.1"
"40401.115","330.1"
"40401.223","330.8"
"40401.331","331.7"
"40401.439","331.9"
"40401.763","331.9"
"40401.871","331.7"
"40401.979","331.7"
"40402.087","331.5"
"40402.195","331.7"
"40402.303","332.3"
"40402.411","334.3"
"40402.519","334.8"
"40402.843","334.8"
"40402.951","334.5"
"40403.059","334.5"
"40403.167","334.3"
"40403.275","334.5"
"40403.383","335.2"
"40403.491","336.5"
"40403.599","336.8"
"40403.707","337"
"40403.815","337"
"40403.923","336.8"
"40404.355","336.8"
"40404.463","337.4"
"40404.571","338.7"
"40404.679","339"
"40404.787","339.1"
"40405.435","339.1"
"40405.543","339.8"
"40405.651","340.7"
"40405.759","340.7"
"40405.867","341"
"40406.515","341"
"40406.623","340.5"
"40406.731","339.1"
"40406.839","338.7"
"40406.947","339"
"40407.379","339"
"40407.487","339.1"
"40407.595","339.1"
"40407.703","338.5"
"40407.811","337"
"40407.919","336.5"
"40408.027","336.5"
"40408.135","336.3"
"40408.243","336.5"
"40408.351","336.5"
"40408.459","336.8"
"40408.567","336.5"
"40408.675","336.5"
"40408.783","335.6"
"40408.891","333.5"
"40408.999","332.8"
"40409.107","332.6"
"40409.647","332.6"
"40409.755","332.8"
"40409.863","332.6"
"40409.971","328.6"
"40410.079","327.7"
"40410.187","327.5"
"40410.727","327.5"
"40410.835","327.3"
"40411.267","327.3"
"40411.375","327"
"40411.483","327"
"40411.591","326.8"
"40411.699","326.8"
"40411.807","326.6"
"40411.915","326.6"
"40412.023","328"
"40412.131","330.6"
"40412.239","331.2"
"40412.455","331.2"
"40412.563","331"
"40412.671","331"
"40412.779","330.8"
"40412.995","330.8"
"40413.103","331.7"
"40413.211","334.1"
"40413.319","334.8"
"40413.643","334.8"
"40413.751","334.5"
"40413.967","334.5"
"40414.075","334.3"
"40414.183","335"
"40414.291","336.5"
"40414.399","337"
"40414.723","337"
"40414.831","336.8"
"40415.155","336.8"
"40415.263","337.6"
"40415.371","338.7"
"40415.479","339.4"
"40416.559","339.4"
"40416.667","339.6"
"40417.207","339.6"
"40417.315","339.8"
"40417.423","339.1"
"40417.531","338.1"
"40417.639","337.8"
"40417.855","337.8"
"40417.963","338.1"
"40418.179","338.1"
"40418.287","338.3"
"40418.395","338.3"
"40418.503","338.1"
"40418.611","338.1"
"40418.719","337.8"
"40419.475","337.8"
"40419.583","338.3"
"40419.691","338.7"
"40419.799","339"
"40420.555","339"
"40420.663","339.6"
"40420.771","341.4"
"40420.879","341.6"
"40421.095","341.6"
"40421.203","341.8"
"40421.311","341.6"
"40421.635","341.6"
"40421.743","342.5"
"40421.851","343.8"
"40421.959","344.7"
"40422.067","344.9"
"40422.175","344.9"
"40422.283","344.7"
"40422.715","344.7"
"40422.823","345.8"
"40422.931","346.6"
"40423.147","346.6"
"40423.255","346.9"
"40423.363","346.9"
"40423.471","347.1"
"40423.903","347.1"
"40424.011","347.3"
"40424.335","347.3"
"40424.443","347.5"
"40424.551","347.3"
"40424.659","347.5"
"40425.091","347.5"
"40425.199","347.8"
"40425.631","347.8"
"40425.739","348"
"40426.063","348"
"40426.171","347.8"
"40426.279","347.5"
"40426.603","347.5"
"40426.711","347.3"
"40427.035","347.3"
"40427.143","346.6"
"40427.251","345.6"
"40427.359","345.3"
"40428.115","345.3"
"40428.223","345.1"
"40428.331","344.7"
"40428.439","344.5"
"40428.547","344.7"
"40428.655","344.5"
"40429.195","344.5"
"40429.303","344.3"
"40429.411","344"
"40429.519","344.3"
"40429.627","344"
"40430.923","344"
"40431.031","343.8"
"40431.139","344"
"40431.247","343.8"
"40431.463","343.8"
"40431.571","344"
"40432.111","344"
"40432.219","343.8"
"40432.651","343.8"
"40432.759","343.6"
"40433.083","343.6"
"40433.191","343.3"
"40433.515","343.3"
"40433.623","343.1"
"40433.731","342.9"
"40433.839","342.9"
"40433.947","342.7"
"40434.595","342.7"
"40434.703","342.5"
"40434.811","341.8"
"40434.919","341.8"
"40435.027","341.6"
"40435.135","341.8"
"40435.675","341.8"
"40435.783","341.6"
"40435.891","341.1"
"40435.999","341"
"40436.215","341"
"40436.323","341.1"
"40436.431","341"
"40436.539","341.1"
"40436.755","341.1"
"40436.863","341"
"40436.971","340.7"
"40437.079","340.7"
"40437.187","340.5"
"40437.403","340.5"
"40437.511","340.7"
"40437.619","340.5"
"40437.727","340.7"
"40437.835","340.7"
"40437.943","340.5"
"40438.267","340.5"
"40438.375","340.3"
"40438.483","340.5"
"40438.807","340.5"
"40438.915","340.3"
"40439.995","340.3"
"40440.103","340.1"
"40440.211","339.4"
"40440.319","339.4"
"40440.427","339.1"
"40441.075","339.1"
"40441.183","339"
"40441.291","338.1"
"40441.399","337.8"
"40441.507","337.6"
"40442.047","337.6"
"40442.155","337.4"
"40442.263","337.2"
"40442.371","336.8"
"40442.479","336.5"
"40442.695","336.5"
"40442.803","336.3"
"40442.911","336.3"
"40443.019","336.1"
"40443.235","336.1"
"40443.343","336.5"
"40443.451","337.8"
"40444.099","337.8"
"40444.207","337.6"
"40444.315","337.4"
"40444.423","338.1"
"40444.531","339.1"
"40444.639","339.4"
"40445.395","339.4"
"40445.503","340.1"
"40445.611","341.6"
"40445.719","342"
"40446.151","342"
"40446.259","341.8"
"40446.475","341.8"
"40446.583","342.7"
"40446.691","344"
"40446.799","344.3"
"40446.907","344.3"
"40447.015","344"
"40447.123","344"
"40447.231","343.8"
"40447.339","343.6"
"40447.447","343.6"
"40447.555","343.3"
"40447.663","342.9"
"40447.771","342.3"
"40447.879","342.3"
"40447.987","342"
"40448.095","342.3"
"40448.203","342"
"40448.635","342"
"40448.743","341.8"
"40448.851","341.4"
"40448.959","341.1"
"40449.715","341.1"
"40449.823","341"
"40449.931","340.5"
"40450.039","340.3"
"40450.471","340.3"
"40450.579","340.5"
"40450.687","340.3"
"40451.011","340.3"
"40451.119","340.5"
"40451.227","340.5"
"40451.335","340.3"
"40451.443","340.5"
"40451.659","340.5"
"40451.767","340.3"
"40451.875","340.5"
"40451.983","340.1"
"40452.091","339"
"40452.199","339"
"40452.307","338.7"
"40452.963","338.7"
"40453.071","338.3"
"40453.179","337"
"40453.287","337"
"40453.395","336.8"
"40453.503","336.8"
"40453.611","336.5"
"40453.827","336.5"
"40453.935","336.3"
"40454.043","336.3"
"40454.151","336.1"
"40454.259","335"
"40454.367","334.5"
"40454.475","334.3"
"40454.583","334.3"
"40454.691","334.1"
"40454.799","333.9"
"40454.907","333.9"
"40455.015","333.6"
"40455.231","333.6"
"40455.339","334.1"
"40455.447","334.1"
"40455.555","333.9"
"40455.663","333.9"
"40455.771","333.6"
"40455.879","333.5"
"40455.987","333.5"
"40456.095","333.2"
"40456.203","333"
"40456.311","333.2"
"40456.419","333.6"
"40456.527","333.6"
"40456.635","333.5"
"40456.743","333.5"
"40456.851","333.2"
"40456.959","333.2"
"40457.067","333"
"40457.175","333"
"40457.283","332.6"
"40457.499","332.6"
"40457.607","332.3"
"40457.715","332.1"
"40457.823","332.1"
"40457.931","331.9"
"40458.039","331.7"
"40458.147","331.7"
"40458.255","331.5"
"40458.363","331.5"
"40458.471","331.2"
"40458.579","330.8"
"40458.687","330.6"
"40458.795","330.3"
"40459.011","330.3"
"40459.119","330.1"
"40459.227","330.1"
"40459.335","329.9"
"40459.443","330.3"
"40459.551","330.3"
"40459.659","331.7"
"40459.767","331.9"
"40459.875","331.9"
"40459.983","331.7"
"40460.091","331.7"
"40460.199","331.5"
"40460.307","331.5"
"40460.415","331.2"
"40460.631","331.2"
"40460.739","331.5"
"40460.955","331.5"
"40461.063","331.2"
"40461.279","331.2"
"40461.387","331"
"40461.495","330.8"
"40462.035","330.8"
"40462.143","330.6"
"40462.359","330.6"
"40462.467","330.3"
"40462.575","330.3"
"40462.683","330.6"
"40462.791","330.8"
"40462.899","331.9"
"40463.007","332.1"
"40463.115","332.1"
"40463.223","331.9"
"40463.331","331.9"
"40463.439","331.7"
"40463.763","331.7"
"40463.871","331.5"
"40463.979","330.8"
"40464.411","330.8"
"40464.519","330.6"
"40464.843","330.6"
"40464.951","330.8"
"40465.059","331.5"
"40465.383","331.5"
"40465.491","331.2"
"40465.923","331.2"
"40466.031","330.8"
"40466.139","330.6"
"40466.247","330.6"
"40466.355","330.3"
"40466.787","330.3"
"40466.895","330.1"
"40467.003","330.3"
"40467.111","330.3"
"40467.219","331.2"
"40467.651","331.2"
"40467.759","331"
"40467.975","331"
"40468.083","330.8"
"40468.407","330.8"
"40468.515","330.6"
"40468.839","330.6"
"40468.947","330.3"
"40469.055","330.6"
"40469.163","330.3"
"40469.271","330.6"
"40469.379","331"
"40469.487","331.2"
"40469.595","331"
"40469.919","331"
"40470.027","330.8"
"40470.135","331"
"40470.243","330.8"
"40470.351","330.8"
"40470.459","330.3"
"40470.675","330.3"
"40470.783","330.1"
"40470.891","330.3"
"40470.999","330.1"
"40471.323","330.1"
"40471.431","330.6"
"40471.539","331.2"
"40471.647","331.5"
"40472.079","331.5"
"40472.187","331.2"
"40472.403","331.2"
"40472.511","331"
"40472.619","330.6"
"40472.727","330.3"
"40473.267","330.3"
"40473.375","330.1"
"40473.915","330.1"
"40474.023","329.9"
"40474.563","329.9"
"40474.671","330.1"
"40474.779","330.8"
"40474.887","330.8"
"40474.995","330.6"
"40475.643","330.6"
"40475.751","330.1"
"40475.859","329.7"
"40475.967","329.5"
"40476.723","329.5"
"40476.831","331"
"40476.939","331"
"40477.047","331.2"
"40477.479","331.2"
"40477.587","331"
"40477.803","331"
"40477.911","330.8"
"40478.019","330.6"
"40478.127","330.6"
"40478.235","330.3"
"40478.343","330.6"
"40478.451","330.6"
"40478.559","330.3"
"40479.531","330.3"
"40479.639","330.1"
"40479.747","330.3"
"40479.855","330.1"
"40479.963","330.1"
"40480.071","330.3"
"40480.179","330.6"
"40480.611","330.6"
"40480.719","330.3"
"40480.827","330.6"
"40480.935","330.3"
"40481.043","330.3"
"40481.151","330.6"
"40481.259","331.2"
"40481.907","331.2"
"40482.015","331"
"40482.339","331"
"40482.447","330.8"
"40483.419","330.8"
"40483.527","331"
"40483.635","331"
"40483.743","330.8"
"40485.363","330.8"
"40485.471","330.6"
"40485.579","330.3"
"40485.687","330.1"
"40486.011","330.1"
"40486.119","329.9"
"40486.335","329.9"
"40486.443","330.1"
"40486.875","330.1"
"40486.983","329.9"
"40487.415","329.9"
"40487.523","330.3"
"40487.631","330.6"
"40487.739","330.6"
"40487.847","330.8"
"40487.955","330.8"
"40488.063","330.6"
"40488.495","330.6"
"40488.603","330.8"
"40488.711","331.2"
"40489.143","331.2"
"40489.251","331"
"40489.359","331.2"
"40489.467","331"
"40489.683","331"
"40489.791","330.1"
"40489.899","329.9"
"40490.331","329.9"
"40490.439","329.7"
"40490.547","329.9"
"40490.871","329.9"
"40490.979","330.3"
"40491.303","330.3"
"40491.411","330.1"
"40491.519","330.3"
"40491.627","330.1"
"40491.735","330.3"
"40491.843","330.1"
"40491.951","330.1"
"40492.059","329.9"
"40492.707","329.9"
"40492.815","329.7"
"40492.923","329.9"
"40493.031","330.1"
"40493.139","330.1"
"40493.247","329.9"
"40493.355","330.1"
"40493.463","330.1"
"40493.571","329.9"
"40493.679","330.1"
"40493.787","329.9"
"40493.895","329.9"
"40494.003","329.7"
"40494.111","329.3"
"40494.219","329"
"40494.975","329"
"40495.083","329.3"
"40495.191","329.9"
"40495.299","330.1"
"40495.407","330.3"
"40495.515","330.1"
"40495.623","330.3"
"40495.731","330.1"
"40496.271","330.1"
"40496.379","329.9"
"40496.487","330.1"
"40496.595","329.9"
"40497.135","329.9"
"40497.243","330.1"
"40497.351","330.3"
"40497.459","330.3"
"40497.567","330.6"
"40497.675","330.3"
"40497.783","330.6"
"40497.891","330.3"
"40499.079","330.3"
"40499.187","330.1"
"40499.295","330.3"
"40499.403","330.1"
"40499.511","329.9"
"40499.619","329.7"
"40501.023","329.7"
"40501.131","329.5"
"40501.239","329.7"
"40501.347","329.5"
"40501.455","329.7"
"40501.563","329.7"
"40501.671","329.9"
"40501.779","330.1"
"40501.995","330.1"
"40502.103","329.9"
"40502.211","330.1"
"40502.319","329.9"
"40502.535","329.9"
"40502.643","329.7"
"40502.751","328.6"
"40502.859","328.4"
"40503.075","328.4"
"40503.183","328.6"
"40503.615","328.6"
"40503.723","328.8"
"40503.831","329"
"40503.939","329.5"
"40504.047","329.5"
"40504.155","329.3"
"40504.695","329.3"
"40504.803","329"
"40504.911","328.8"
"40505.019","328.6"
"40506.099","328.6"
"40506.207","328.8"
"40506.315","328.6"
"40506.855","328.6"
"40506.963","328.8"
"40507.071","329.5"
"40507.179","329.9"
"40507.287","329.7"
"40507.719","329.7"
"40507.827","329.5"
"40507.935","329.7"
"40508.043","329.5"
"40508.151","329.5"
"40508.259","329.3"
"40508.367","329"
"40508.475","329.3"
"40508.583","329.3"
"40508.691","329"
"40508.799","329.3"
"40508.907","329"
"40509.015","329"
"40509.123","329.5"
"40509.231","329.7"
"40510.095","329.7"
"40510.203","329.5"
"40511.076","329.5"
"40511.184","329"
"40511.292","329"
"40511.4","328.6"
"40511.832","328.6"
"40511.94","328.8"
"40512.048","328.6"
"40512.372","328.6"
"40512.48","328.8"
"40512.804","328.8"
"40512.912","328.6"
"40513.02","328.8"
"40513.128","328.6"
"40513.344","328.6"
"40513.452","328.8"
"40514.316","328.8"
"40514.424","328.6"
"40515.618","328.6"
"40515.726","329"
"40517.67","329"
"40517.778","328.8"
"40517.994","328.8"
"40518.102","328.6"
"40518.21","328.8"
"40518.426","328.8"
"40518.534","328.6"
"40518.642","328.6"
"40518.75","328.8"
"40519.722","328.8"
"40519.83","328.4"
"40519.938","327"
"40520.046","326.8"
"40520.154","326.8"
"40520.262","327"
"40520.37","326.8"
"40520.478","327"
"40520.802","327"
"40520.91","327.5"
"40521.018","328.4"
"40521.126","328.8"
"40521.234","328.6"
"40521.99","328.6"
"40522.098","328.8"
"40522.206","329"
"40522.314","328.8"
"40523.07","328.8"
"40523.178","329"
"40523.502","329"
"40523.61","328.8"
"40523.718","329"
"40524.042","329"
"40524.15","328.8"
"40524.258","328.8"
"40524.366","328.6"
"40524.474","328.8"
"40524.582","328.6"
"40524.69","328.8"
"40524.798","328.6"
"40525.014","328.6"
"40525.122","328.8"
"40526.202","328.8"
"40526.31","329"
"40526.634","329"
"40526.742","329.3"
"40526.852","329.3"
"40526.96","329"
"40527.068","329.3"
"40527.176","329"
"40528.472","329"
"40528.58","328.6"
"40528.688","328.8"
"40528.904","328.8"
"40529.012","328.6"
"40529.12","328.8"
"40529.228","328.6"
"40529.336","328.8"
"40529.444","328.6"
"40529.552","328.8"
"40529.66","329"
"40530.524","329"
"40530.632","328.8"
"40530.74","328.6"
"40530.84","328.4"
"40531.596","328.4"
"40531.704","328.6"
"40531.812","328.8"
"40531.92","329"
"40532.244","329"
"40532.352","328.8"
"40532.46","329"
"40533.756","329"
"40533.864","328.8"
"40533.972","328.4"
"40534.08","328"
"40534.296","328"
"40534.404","328.1"
"40534.836","328.1"
"40534.944","328.4"
"40535.052","328.8"
"40535.592","328.8"
"40535.7","328.6"
"40535.808","328.6"
"40535.916","328.8"
"40536.024","328.6"
"40536.132","328.4"
"40537.104","328.4"
"40537.212","328.6"
"40537.428","328.6"
"40537.536","328.8"
"40537.752","328.8"
"40537.86","328.6"
"40538.184","328.6"
"40538.292","328.1"
"40538.724","328.1"
"40538.832","328"
"40538.94","328.1"
"40539.264","328.1"
"40539.372","328.8"
"40540.02","328.8"
"40540.128","328.6"
"40541.316","328.6"
"40541.424","328"
"40541.856","328"
"40541.964","327.7"
"40542.072","328"
"40542.288","328"
"40542.396","328.1"
"40542.504","328.6"
"40543.368","328.6"
"40543.476","328.4"
"40543.584","328"
"40543.692","328"
"40543.8","327.7"
"40544.556","327.7"
"40544.664","328"
"40544.772","328.4"
"40545.204","328.4"
"40545.312","328.1"
"40545.636","328.1"
"40545.744","328"
"40545.852","327.7"
"40546.068","327.7"
"40546.176","328"
"40546.284","327.7"
"40546.932","327.7"
"40547.04","327.5"
"40547.148","327.5"
"40547.256","327.7"
"40547.364","327.5"
"40547.472","327.5"
"40547.58","327.7"
"40547.688","327.5"
"40547.796","327.7"
"40548.876","327.7"
"40548.984","327.5"
"40549.092","327.5"
"40549.2","327.3"
"40549.308","327.5"
"40549.416","327.3"
"40549.524","327.3"
"40549.632","327.5"
"40549.74","327.3"
"40549.848","327.5"
"40549.956","327.5"
"40550.064","328"
"40550.496","328"
"40550.604","327.7"
"40550.712","328"
"40551.144","328"
"40551.252","327.7"
"40551.36","328"
"40551.468","328"
"40551.576","327.7"
"40551.9","327.7"
"40552.008","328"
"40552.116","328"
"40552.224","328.4"
"40553.427","328.4"
"40553.535","328.1"
"40553.643","328.4"
"40553.967","328.4"
"40554.075","328.1"
"40554.183","328.4"
"40554.291","328.4"
"40554.399","328.1"
"40554.615","328.1"
"40554.723","328.4"
"40554.831","328.4"
"40554.939","328.1"
"40555.047","328.4"
"40555.263","328.4"
"40555.371","328.8"
"40555.695","328.8"
"40555.803","329"
"40555.911","328.8"
"40556.019","328.8"
"40556.127","329"
"40556.235","328.8"
"40556.343","328.8"
"40556.451","328"
"40556.667","328"
"40556.775","328.1"
"40557.747","328.1"
"40557.855","328.4"
"40557.963","328.1"
"40558.071","328.4"
"40558.179","328.1"
"40558.287","328.4"
"40558.395","328.4"
"40558.503","328.1"
"40558.611","328.1"
"40558.719","328.4"
"40558.827","328.1"
"40558.935","328.4"
"40559.043","328.1"
"40559.151","328.4"
"40559.259","328.1"
"40559.475","328.1"
"40559.583","328.4"
"40559.691","328.6"
"40559.799","328.8"
"40562.715","328.8"
"40562.823","328.6"
"40563.579","328.6"
"40563.687","328.8"
"40563.795","328.8"
"40563.903","329.3"
"40564.011","329.5"
"40564.227","329.5"
"40564.335","329.3"
"40564.443","329.5"
"40564.659","329.5"
"40564.767","329.3"
"40564.875","329.5"
"40564.983","329.7"
"40565.415","329.7"
"40565.523","329.9"
"40565.631","329.7"
"40565.847","329.7"
"40565.955","329.9"
"40566.603","329.9"
"40566.711","330.1"
"40566.819","329.9"
"40566.927","330.1"
"40567.035","330.1"
"40567.143","330.3"
"40567.251","330.6"
"40567.359","330.3"
"40567.467","330.6"
"40567.575","330.3"
"40568.007","330.3"
"40568.115","330.1"
"40568.223","329"
"40568.547","329"
"40568.655","329.3"
"40568.871","329.3"
"40568.979","329.5"
"40569.303","329.5"
"40569.411","329.7"
"40569.519","329.7"
"40569.627","329.5"
"40569.735","329.7"
"40569.843","329.5"
"40569.951","329.7"
"40570.167","329.7"
"40570.275","329.5"
"40570.383","329.3"
"40570.491","329"
"40571.247","329"
"40571.355","329.3"
"40571.463","329.5"
"40572.435","329.5"
"40572.543","329"
"40572.651","329"
"40572.759","329.3"
"40572.867","329"
"40572.975","329"
"40573.083","329.3"
"40573.191","329"
"40573.407","329"
"40573.515","329.3"
"40573.623","329.5"
"40574.487","329.5"
"40574.595","329.7"
"40575.675","329.7"
"40575.783","329.3"
"40575.999","329.3"
"40576.107","329"
"40576.755","329"
"40576.863","328.6"
"40577.727","328.6"
"40577.835","328.8"
"40577.943","329.3"
"40578.375","329.3"
"40578.483","329"
"40578.591","329"
"40578.699","329.3"
"40578.807","329"
"40578.915","329"
"40579.023","328.6"
"40579.887","328.6"
"40579.995","328.8"
"40580.103","329.5"
"40580.967","329.5"
"40581.075","329.7"
"40581.183","329.5"
"40581.291","329.7"
"40581.939","329.7"
"40582.047","329.5"
"40582.155","330.1"
"40582.263","330.8"
"40582.371","331"
"40582.587","331"
"40582.695","331.2"
"40583.235","331.2"
"40583.343","331.5"
"40583.559","331.5"
"40583.667","331.7"
"40583.775","331.5"
"40583.991","331.5"
"40584.099","331.7"
"40584.207","331.5"
"40584.315","331.9"
"40584.423","332.6"
"40585.395","332.6"
"40585.503","331.9"
"40585.611","332.1"
"40585.719","331.9"
"40585.827","332.1"
"40585.935","332.1"
"40586.043","332.3"
"40586.259","332.3"
"40586.367","332.6"
"40586.475","332.6"
"40586.583","332.3"
"40587.015","332.3"
"40587.123","332.6"
"40587.231","332.3"
"40587.339","332.6"
"40587.447","332.6"
"40587.555","332.3"
"40587.771","332.3"
"40587.879","332.1"
"40587.987","332.3"
"40588.527","332.3"
"40588.635","332.6"
"40588.851","332.6"
"40588.959","332.8"
"40589.067","332.6"
"40589.175","332.6"
"40589.283","332.8"
"40589.391","332.6"
"40589.499","332.6"
"40589.607","333"
"40589.715","332.6"
"40591.767","332.6"
"40591.875","332.8"
"40591.983","333"
"40592.415","333"
"40592.523","333.2"
"40592.631","333.2"
"40592.739","333"
"40592.847","333.2"
"40592.955","333.5"
"40593.927","333.5"
"40594.035","333.2"
"40594.143","333.2"
"40594.251","333.5"
"40594.359","333.2"
"40594.575","333.2"
"40594.683","333.5"
"40594.791","333.2"
"40594.899","333.5"
"40595.331","333.5"
"40595.439","333.6"
"40595.979","333.6"
"40596.087","333.5"
"40596.195","332.6"
"40596.411","332.6"
"40596.519","332.8"
"40596.627","333"
"40597.167","333"
"40597.275","333.2"
"40597.383","333.5"
"40597.491","333.2"
"40597.599","333.5"
"40600.515","333.5"
"40600.623","333.6"
"40600.731","333.5"
"40600.839","333.5"
"40600.947","333.6"
"40602.243","333.6"
"40602.351","333.9"
"40602.459","333.9"
"40602.567","333.6"
"40603.647","333.6"
"40603.755","333.9"
"40604.943","333.9"
"40605.051","334.1"
"40605.159","333.9"
"40605.483","333.9"
"40605.591","334.1"
"40605.699","333.9"
"40605.807","333.9"
"40605.915","333.2"
"40606.023","333"
"40606.131","333.2"
"40606.563","333.2"
"40606.671","333.5"
"40606.779","333.5"
"40606.887","333.2"
"40606.995","332.8"
"40607.103","332.8"
"40607.211","332.6"
"40607.319","332.8"
"40607.535","332.8"
"40607.643","333"
"40607.859","333"
"40607.967","332.8"
"40608.075","332.8"
"40608.183","332.6"
"40608.615","332.6"
"40608.723","332.8"
"40608.831","332.6"
"40608.939","332.8"
"40609.047","332.8"
"40609.155","332.6"
"40609.263","332.6"
"40609.371","332.8"
"40609.479","332.6"
"40609.695","332.6"
"40609.803","332.8"
"40609.911","332.6"
"40610.019","332.8"
"40610.127","332.8"
"40610.235","333"
"40610.451","333"
"40610.559","332.8"
"40610.667","333"
"40610.775","332.8"
"40610.883","333"
"40611.207","333"
"40611.315","332.8"
"40611.747","332.8"
"40611.855","332.6"
"40611.963","332.8"
"40612.287","332.8"
"40612.395","332.6"
"40612.503","332.8"
"40613.259","332.8"
"40613.367","333"
"40614.339","333"
"40614.447","332.8"
"40615.203","332.8"
"40615.311","333"
"40615.419","332.8"
"40615.851","332.8"
"40615.959","333"
"40616.067","332.8"
"40616.175","333"
"40616.283","332.8"
"40616.391","333"
"40616.499","333.5"
"40616.607","334.3"
"40616.715","334.5"
"40616.823","334.8"
"40616.931","334.5"
"40617.039","334.8"
"40617.255","334.8"
"40617.363","334.5"
"40617.471","334.5"
"40617.579","333.9"
"40617.687","331.9"
"40617.795","331.5"
"40618.119","331.5"
"40618.227","331.7"
"40618.767","331.7"
"40618.875","331.9"
"40619.091","331.9"
"40619.199","331.7"
"40619.307","331.9"
"40619.415","331.7"
"40619.523","331.7"
"40619.631","331.9"
"40619.739","331.9"
"40619.847","332.1"
"40619.955","332.3"
"40620.171","332.3"
"40620.279","332.1"
"40620.387","332.3"
"40620.711","332.3"
"40620.819","332.1"
"40620.927","331.9"
"40621.035","331.7"
"40621.791","331.7"
"40621.899","331.9"
"40622.007","331.9"
"40622.115","332.1"
"40622.223","332.1"
"40622.331","331.9"
"40622.439","332.1"
"40623.951","332.1"
"40624.059","332.3"
"40624.167","332.6"
"40625.139","332.6"
